Entity,Code,Day,people_vaccinated_per_hundred,145610-annotations
France,FRA,2021-08-05,66.27,
France,FRA,2021-08-06,66.8,
France,FRA,2021-08-07,67.12,
France,FRA,2021-08-08,67.23,
France,FRA,2021-08-09,67.61,
France,FRA,2021-08-10,68.06,
France,FRA,2021-08-11,68.48,
France,FRA,2021-08-12,68.88,
France,FRA,2021-08-13,69.26,
France,FRA,2021-08-14,69.47,
France,FRA,2021-08-15,69.53,
France,FRA,2021-08-16,69.81,
France,FRA,2021-08-17,70.13,
France,FRA,2021-08-18,70.42,
France,FRA,2021-08-19,70.71,
France,FRA,2021-08-20,70.98,
France,FRA,2021-08-21,71.14,
France,FRA,2021-08-22,71.18,
France,FRA,2021-08-23,71.39,
France,FRA,2021-08-24,71.63,
France,FRA,2021-08-25,71.86,
France,FRA,2021-08-26,72.07,
France,FRA,2021-08-27,72.29,
France,FRA,2021-08-28,72.42,
France,FRA,2021-08-29,72.47,
France,FRA,2021-08-30,72.64,
France,FRA,2021-08-31,72.83,
France,FRA,2021-09-01,73.03,
France,FRA,2021-09-02,73.2,
France,FRA,2021-09-03,73.37,
France,FRA,2021-09-04,73.51,
France,FRA,2021-09-05,73.54,
France,FRA,2021-09-06,73.65,
France,FRA,2021-09-07,73.77,
France,FRA,2021-09-08,73.9,
France,FRA,2021-09-09,74.02,
France,FRA,2021-09-10,74.16,
France,FRA,2021-09-11,74.26,
France,FRA,2021-09-12,74.28,
France,FRA,2021-09-13,74.37,
France,FRA,2021-09-14,74.48,
France,FRA,2021-09-15,74.6,
France,FRA,2021-09-16,74.69,
France,FRA,2021-09-17,74.8,
France,FRA,2021-09-18,74.87,
France,FRA,2021-09-19,74.88,
France,FRA,2021-09-20,74.95,
France,FRA,2021-09-21,75.02,
France,FRA,2021-09-22,75.09,
France,FRA,2021-09-23,75.15,
France,FRA,2021-09-24,75.23,
France,FRA,2021-09-25,75.28,
France,FRA,2021-09-26,75.29,
France,FRA,2021-09-27,75.34,
France,FRA,2021-09-28,75.4,
France,FRA,2021-09-29,75.46,
France,FRA,2021-09-30,75.52,
France,FRA,2021-10-01,75.61,
France,FRA,2021-10-02,75.67,
France,FRA,2021-10-03,75.67,
France,FRA,2021-10-04,75.73,
France,FRA,2021-10-05,75.78,
France,FRA,2021-10-06,75.84,
France,FRA,2021-10-07,75.88,
France,FRA,2021-10-08,75.96,
France,FRA,2021-10-09,76.01,
France,FRA,2021-10-10,76.01,
France,FRA,2021-10-11,76.06,
France,FRA,2021-10-12,76.11,
France,FRA,2021-10-13,76.17,
France,FRA,2021-10-14,76.21,
France,FRA,2021-10-15,76.28,
France,FRA,2021-10-16,76.32,
France,FRA,2021-10-17,76.33,
France,FRA,2021-10-18,76.37,
France,FRA,2021-10-19,76.41,
France,FRA,2021-10-20,76.46,
France,FRA,2021-10-21,76.5,
France,FRA,2021-10-22,76.56,
France,FRA,2021-10-23,76.6,
France,FRA,2021-10-24,76.6,
France,FRA,2021-10-25,76.64,
France,FRA,2021-10-26,76.68,
France,FRA,2021-10-27,76.72,
France,FRA,2021-10-28,76.76,
France,FRA,2021-10-29,76.8,
France,FRA,2021-10-30,76.83,
France,FRA,2021-10-31,76.84,
France,FRA,2021-11-01,76.85,
France,FRA,2021-11-02,76.89,
France,FRA,2021-11-03,76.93,
France,FRA,2021-11-04,76.97,
France,FRA,2021-11-05,77.01,
France,FRA,2021-11-06,77.05,
France,FRA,2021-11-07,77.05,
France,FRA,2021-11-08,77.08,
France,FRA,2021-11-09,77.11,
France,FRA,2021-11-10,77.16,
France,FRA,2021-11-11,77.17,
France,FRA,2021-11-12,77.21,
France,FRA,2021-11-13,77.24,
France,FRA,2021-11-14,77.24,
France,FRA,2021-11-15,77.27,
France,FRA,2021-11-16,77.31,
France,FRA,2021-11-17,77.35,
France,FRA,2021-11-18,77.39,
France,FRA,2021-11-19,77.44,
France,FRA,2021-11-20,77.47,
France,FRA,2021-11-21,77.48,
France,FRA,2021-11-22,77.51,
France,FRA,2021-11-23,77.55,
France,FRA,2021-11-24,77.6,
France,FRA,2021-11-25,77.64,
France,FRA,2021-11-26,77.68,
France,FRA,2021-11-27,77.72,
France,FRA,2021-11-28,77.72,
France,FRA,2021-11-29,77.75,
France,FRA,2021-11-30,77.79,
France,FRA,2021-12-01,77.83,
France,FRA,2021-12-02,77.86,
France,FRA,2021-12-03,77.9,
France,FRA,2021-12-04,77.93,
France,FRA,2021-12-05,77.93,
France,FRA,2021-12-06,77.97,
France,FRA,2021-12-07,78.01,
France,FRA,2021-12-08,78.04,
France,FRA,2021-12-09,78.08,
France,FRA,2021-12-10,78.12,
France,FRA,2021-12-11,78.15,
France,FRA,2021-12-12,78.16,
France,FRA,2021-12-13,78.19,
France,FRA,2021-12-14,78.23,
France,FRA,2021-12-15,78.27,
France,FRA,2021-12-16,78.31,
France,FRA,2021-12-17,78.36,
France,FRA,2021-12-18,78.4,
France,FRA,2021-12-19,78.41,
France,FRA,2021-12-20,78.46,
France,FRA,2021-12-21,78.52,
France,FRA,2021-12-22,78.58,
France,FRA,2021-12-23,78.63,
France,FRA,2021-12-24,78.64,
France,FRA,2021-12-25,78.64,
France,FRA,2021-12-26,78.65,
France,FRA,2021-12-27,78.69,
France,FRA,2021-12-28,78.75,
France,FRA,2021-12-29,78.81,
France,FRA,2021-12-30,78.86,
France,FRA,2021-12-31,78.88,
France,FRA,2022-01-01,78.88,
France,FRA,2022-01-02,78.89,
France,FRA,2022-01-03,78.94,
France,FRA,2022-01-04,79,
France,FRA,2022-01-05,79.09,
France,FRA,2022-01-06,79.16,
France,FRA,2022-01-07,79.23,
France,FRA,2022-01-08,79.3,
France,FRA,2022-01-09,79.32,
France,FRA,2022-01-10,79.38,
France,FRA,2022-01-11,79.44,
France,FRA,2022-01-12,79.53,
France,FRA,2022-01-13,79.58,
France,FRA,2022-01-14,79.65,
France,FRA,2022-01-15,79.71,
France,FRA,2022-01-16,79.72,
France,FRA,2022-01-17,79.76,
France,FRA,2022-01-18,79.8,
France,FRA,2022-01-19,79.87,
France,FRA,2022-01-20,79.9,
France,FRA,2022-01-21,79.94,
France,FRA,2022-01-22,79.98,
France,FRA,2022-01-23,79.99,
France,FRA,2022-01-24,80.02,
France,FRA,2022-01-25,80.05,
France,FRA,2022-01-26,80.09,
France,FRA,2022-01-27,80.11,
France,FRA,2022-01-28,80.14,
France,FRA,2022-01-29,80.17,
France,FRA,2022-01-30,80.18,
France,FRA,2022-01-31,80.19,
France,FRA,2022-02-01,80.21,
France,FRA,2022-02-02,80.24,
France,FRA,2022-02-03,80.26,
France,FRA,2022-02-04,80.28,
France,FRA,2022-02-05,80.3,
France,FRA,2022-02-06,80.3,
France,FRA,2022-02-07,80.32,
France,FRA,2022-02-08,80.33,
France,FRA,2022-02-09,80.35,
France,FRA,2022-02-10,80.37,
France,FRA,2022-02-11,80.38,
France,FRA,2022-02-12,80.39,
France,FRA,2022-02-13,80.4,
France,FRA,2022-02-14,80.41,
France,FRA,2022-02-15,80.42,
France,FRA,2022-02-16,80.43,
France,FRA,2022-02-17,80.44,
France,FRA,2022-02-18,80.45,
France,FRA,2022-02-19,80.46,
France,FRA,2022-02-20,80.46,
France,FRA,2022-02-21,80.46,
France,FRA,2022-02-22,80.47,
France,FRA,2022-02-23,80.48,
France,FRA,2022-02-24,80.49,
France,FRA,2022-02-25,80.49,
France,FRA,2022-02-26,80.5,
France,FRA,2022-02-27,80.5,
France,FRA,2022-02-28,80.51,
France,FRA,2022-03-01,80.51,
France,FRA,2022-03-02,80.52,
France,FRA,2022-03-03,80.52,
France,FRA,2022-03-04,80.53,
France,FRA,2022-03-05,80.53,
France,FRA,2022-03-06,80.53,
France,FRA,2022-03-07,80.54,
France,FRA,2022-03-08,80.54,
France,FRA,2022-03-09,80.54,
France,FRA,2022-03-10,80.55,
France,FRA,2022-03-11,80.55,
France,FRA,2022-03-12,80.55,
France,FRA,2022-03-13,80.55,
France,FRA,2022-03-14,80.56,
France,FRA,2022-03-15,80.56,
France,FRA,2022-03-16,80.56,
France,FRA,2022-03-17,80.57,
France,FRA,2022-03-18,80.57,
France,FRA,2022-03-19,80.57,
France,FRA,2022-03-20,80.57,
France,FRA,2022-03-21,80.57,
France,FRA,2022-03-22,80.58,
France,FRA,2022-03-23,80.58,
France,FRA,2022-03-24,80.58,
France,FRA,2022-03-25,80.59,
France,FRA,2022-03-26,80.59,
France,FRA,2022-03-27,80.59,
France,FRA,2022-03-28,80.59,
France,FRA,2022-03-29,80.59,
France,FRA,2022-03-30,80.6,
France,FRA,2022-03-31,80.6,
France,FRA,2022-04-01,80.6,
France,FRA,2022-04-02,80.61,
France,FRA,2022-04-03,80.61,
France,FRA,2022-04-04,80.61,
France,FRA,2022-04-05,80.61,
France,FRA,2022-04-06,80.61,
France,FRA,2022-04-07,80.62,
France,FRA,2022-04-08,80.62,
France,FRA,2022-04-09,80.62,
France,FRA,2022-04-10,80.62,
France,FRA,2022-04-11,80.62,
France,FRA,2022-04-12,80.63,
France,FRA,2022-04-13,80.63,
France,FRA,2022-04-14,80.63,
France,FRA,2022-04-15,80.63,
France,FRA,2022-04-16,80.63,
France,FRA,2022-04-17,80.63,
France,FRA,2022-04-18,80.64,
France,FRA,2022-04-19,80.64,
France,FRA,2022-04-20,80.64,
France,FRA,2022-04-21,80.64,
France,FRA,2022-04-22,80.65,
France,FRA,2022-04-23,80.65,
France,FRA,2022-04-24,80.65,
France,FRA,2022-04-25,80.65,
France,FRA,2022-04-26,80.65,
France,FRA,2022-04-27,80.65,
France,FRA,2022-04-28,80.66,
France,FRA,2022-04-29,80.66,
France,FRA,2022-04-30,80.66,
France,FRA,2022-05-01,80.66,
France,FRA,2022-05-02,80.66,
France,FRA,2022-05-03,80.67,
France,FRA,2022-05-04,80.67,
France,FRA,2022-05-05,80.67,
France,FRA,2022-05-06,80.67,
France,FRA,2022-05-07,80.68,
France,FRA,2022-05-08,80.68,
France,FRA,2022-05-09,80.68,
France,FRA,2022-05-10,80.68,
France,FRA,2022-05-11,80.68,
France,FRA,2022-05-12,80.69,
France,FRA,2022-05-13,80.69,
France,FRA,2022-05-14,80.69,
France,FRA,2022-05-15,80.69,
France,FRA,2022-05-16,80.69,
France,FRA,2022-05-17,80.69,
France,FRA,2022-05-18,80.7,
France,FRA,2022-05-19,80.7,
France,FRA,2022-05-20,80.7,
France,FRA,2022-05-21,80.7,
France,FRA,2022-05-22,80.7,
France,FRA,2022-05-23,80.71,
France,FRA,2022-05-24,80.71,
France,FRA,2022-05-25,80.71,
France,FRA,2022-05-26,80.71,
France,FRA,2022-05-27,80.71,
France,FRA,2022-05-28,80.71,
France,FRA,2022-05-29,80.71,
France,FRA,2022-05-30,80.72,
France,FRA,2022-05-31,80.72,
France,FRA,2022-06-01,80.72,
France,FRA,2022-06-02,80.72,
France,FRA,2022-06-03,80.72,
France,FRA,2022-06-04,80.73,
France,FRA,2022-06-05,80.73,
France,FRA,2022-06-06,80.73,
France,FRA,2022-06-07,80.73,
France,FRA,2022-06-08,80.73,
France,FRA,2022-06-09,80.73,
France,FRA,2022-06-10,80.73,
France,FRA,2022-06-11,80.74,
France,FRA,2022-06-12,80.74,
France,FRA,2022-06-13,80.74,
France,FRA,2022-06-14,80.74,
France,FRA,2022-06-15,80.74,
France,FRA,2022-06-16,80.74,
France,FRA,2022-06-17,80.74,
France,FRA,2022-06-18,80.75,
France,FRA,2022-06-19,80.75,
France,FRA,2022-06-20,80.75,
France,FRA,2022-06-21,80.75,
France,FRA,2022-06-22,80.75,
France,FRA,2022-06-23,80.75,
French Polynesia,PYF,2021-02-02,0.75,
French Polynesia,PYF,2021-02-10,1.13,
French Polynesia,PYF,2021-02-16,1.64,
French Polynesia,PYF,2021-02-17,1.73,
French Polynesia,PYF,2021-02-23,2.1,
French Polynesia,PYF,2021-03-01,2.33,
French Polynesia,PYF,2021-03-02,2.4,
French Polynesia,PYF,2021-03-09,2.84,
French Polynesia,PYF,2021-03-16,4.73,
French Polynesia,PYF,2021-03-23,6.22,
French Polynesia,PYF,2021-03-30,8.02,
French Polynesia,PYF,2021-04-07,9.05,
French Polynesia,PYF,2021-04-13,10.65,
French Polynesia,PYF,2021-04-20,11.9,
French Polynesia,PYF,2021-04-27,13.84,
French Polynesia,PYF,2021-05-04,15.76,
French Polynesia,PYF,2021-05-11,17.59,
French Polynesia,PYF,2021-05-18,18.35,
French Polynesia,PYF,2021-05-25,19.68,
French Polynesia,PYF,2021-06-01,20.44,
French Polynesia,PYF,2021-06-08,22.37,
French Polynesia,PYF,2021-06-15,22.92,
French Polynesia,PYF,2021-06-21,24.04,
French Polynesia,PYF,2021-06-29,25.22,
French Polynesia,PYF,2021-07-13,26.72,
French Polynesia,PYF,2021-07-20,28.03,
French Polynesia,PYF,2021-07-27,29.45,
French Polynesia,PYF,2021-08-02,31.06,
French Polynesia,PYF,2021-08-09,34.31,
French Polynesia,PYF,2021-08-16,38.33,
French Polynesia,PYF,2021-08-23,42.27,
French Polynesia,PYF,2021-08-31,47.18,
French Polynesia,PYF,2021-09-07,50.3,
French Polynesia,PYF,2021-09-14,51.99,
French Polynesia,PYF,2021-09-21,53.19,
French Polynesia,PYF,2021-09-28,53.85,
French Polynesia,PYF,2021-10-05,54.18,
French Polynesia,PYF,2021-10-12,54.53,
French Polynesia,PYF,2021-10-18,54.96,
French Polynesia,PYF,2021-10-25,55.37,
French Polynesia,PYF,2021-11-01,55.69,
French Polynesia,PYF,2021-11-15,56.4,
French Polynesia,PYF,2021-11-22,57.02,
French Polynesia,PYF,2021-11-30,57.63,
French Polynesia,PYF,2021-12-06,58.41,
French Polynesia,PYF,2021-12-13,59.13,
French Polynesia,PYF,2021-12-20,60.17,
French Polynesia,PYF,2022-01-04,61.51,
French Polynesia,PYF,2022-01-18,62.62,
French Polynesia,PYF,2022-02-07,64.16,
French Polynesia,PYF,2022-02-14,64.67,
French Polynesia,PYF,2022-02-21,64.88,
French Polynesia,PYF,2022-02-28,65.08,
French Polynesia,PYF,2022-03-07,65.12,
French Polynesia,PYF,2022-03-14,65.84,
French Polynesia,PYF,2022-03-21,65.9,
French Polynesia,PYF,2022-03-28,65.92,
French Polynesia,PYF,2022-04-04,66.01,
French Polynesia,PYF,2022-04-11,66.04,
French Polynesia,PYF,2022-04-18,66.07,
French Polynesia,PYF,2022-04-25,66.12,
French Polynesia,PYF,2022-05-02,66.15,
French Polynesia,PYF,2022-05-09,66.2,
French Polynesia,PYF,2022-05-16,66.36,
French Polynesia,PYF,2022-05-23,66.67,
Gabon,GAB,2021-03-22,0,
Gabon,GAB,2021-03-31,0.01,
Gabon,GAB,2021-04-02,0.11,
Gabon,GAB,2021-04-09,0.17,
Gabon,GAB,2021-04-14,0.21,
Gabon,GAB,2021-04-16,0.24,
Gabon,GAB,2021-04-19,0.25,
Gabon,GAB,2021-04-21,0.28,
Gabon,GAB,2021-04-23,0.3,
Gabon,GAB,2021-04-30,0.35,
Gabon,GAB,2021-05-05,0.37,
Gabon,GAB,2021-05-17,0.47,
Gabon,GAB,2021-05-29,0.63,
Gabon,GAB,2021-06-05,0.63,
Gabon,GAB,2021-06-09,0.87,
Gabon,GAB,2021-06-11,0.97,
Gabon,GAB,2021-06-12,1.02,
Gabon,GAB,2021-06-23,1.66,
Gabon,GAB,2021-06-30,1.69,
Gabon,GAB,2021-07-05,1.84,
Gabon,GAB,2021-07-12,2.02,
Gabon,GAB,2021-07-19,2.2,
Gabon,GAB,2021-07-24,2.32,
Gabon,GAB,2021-08-03,2.6,
Gabon,GAB,2021-08-05,2.7,
Gabon,GAB,2021-08-09,2.88,
Gabon,GAB,2021-08-12,3.15,
Gabon,GAB,2021-08-20,3.28,
Gabon,GAB,2021-08-25,3.41,
Gabon,GAB,2021-09-03,3.7,
Gabon,GAB,2021-09-16,4.4,
Gabon,GAB,2021-09-22,4.43,
Gabon,GAB,2021-09-30,4.49,
Gabon,GAB,2021-10-07,4.65,
Gabon,GAB,2021-10-14,5.27,
Gabon,GAB,2021-10-21,5.52,
Gabon,GAB,2021-10-29,5.53,
Gabon,GAB,2021-11-01,5.63,
Gabon,GAB,2021-11-04,5.81,
Gabon,GAB,2021-11-08,6.09,
Gabon,GAB,2021-11-10,6.28,
Gabon,GAB,2021-11-15,6.53,
Gabon,GAB,2021-11-22,7.1,
Gabon,GAB,2021-11-24,7.3,
Gabon,GAB,2021-12-04,8.19,
Gabon,GAB,2021-12-13,9.64,
Gabon,GAB,2022-01-16,12.18,
Gabon,GAB,2022-03-17,13.05,
Gabon,GAB,2022-03-24,13.09,
Gabon,GAB,2022-04-26,13.17,
Gabon,GAB,2022-05-01,13.2,
Gabon,GAB,2022-05-22,13.53,
Gabon,GAB,2022-05-29,13.53,
Gabon,GAB,2022-06-05,13.54,
Gambia,GMB,2021-03-09,0,
Gambia,GMB,2021-03-28,0.21,
Gambia,GMB,2021-04-06,0.51,
Gambia,GMB,2021-04-09,0.67,
Gambia,GMB,2021-04-24,0.84,
Gambia,GMB,2021-05-05,0.99,
Gambia,GMB,2021-05-09,1.02,
Gambia,GMB,2021-05-11,1.04,
Gambia,GMB,2021-05-31,1.17,
Gambia,GMB,2021-06-08,1.22,
Gambia,GMB,2021-06-23,1.23,
Gambia,GMB,2021-06-30,1.25,
Gambia,GMB,2021-07-15,1.26,
Gambia,GMB,2021-08-23,6.87,
Gambia,GMB,2021-08-25,6.99,
Gambia,GMB,2021-08-28,7.04,
Gambia,GMB,2021-08-29,7.05,
Gambia,GMB,2021-08-31,7.12,
Gambia,GMB,2021-09-03,7.18,
Gambia,GMB,2021-09-07,7.23,
Gambia,GMB,2021-09-21,7.39,
Gambia,GMB,2021-09-29,7.43,
Gambia,GMB,2021-10-19,8.64,
Gambia,GMB,2021-10-22,9.12,
Gambia,GMB,2021-10-26,9.26,
Gambia,GMB,2021-10-31,9.43,
Gambia,GMB,2021-11-06,9.49,
Gambia,GMB,2021-11-14,9.51,
Gambia,GMB,2021-11-21,9.52,
Gambia,GMB,2021-12-02,9.65,
Gambia,GMB,2021-12-11,9.74,
Gambia,GMB,2021-12-14,9.85,
Gambia,GMB,2021-12-28,10.58,
Gambia,GMB,2022-01-21,12.78,
Gambia,GMB,2022-02-16,13.27,
Gambia,GMB,2022-05-15,15.23,
Gambia,GMB,2022-05-22,18.07,
Georgia,GEO,2021-03-14,0,
Georgia,GEO,2021-03-29,0.12,
Georgia,GEO,2021-03-31,0.2,
Georgia,GEO,2021-04-05,0.29,
Georgia,GEO,2021-04-07,0.39,
Georgia,GEO,2021-04-09,0.43,
Georgia,GEO,2021-04-10,0.46,
Georgia,GEO,2021-04-12,0.52,
Georgia,GEO,2021-04-13,0.56,
Georgia,GEO,2021-04-14,0.59,
Georgia,GEO,2021-04-15,0.63,
Georgia,GEO,2021-04-16,0.66,
Georgia,GEO,2021-04-17,0.69,
Georgia,GEO,2021-04-19,0.76,
Georgia,GEO,2021-04-20,0.78,
Georgia,GEO,2021-04-21,0.8,
Georgia,GEO,2021-04-22,0.84,
Georgia,GEO,2021-04-23,0.88,
Georgia,GEO,2021-04-26,0.9,
Georgia,GEO,2021-04-27,0.92,
Georgia,GEO,2021-04-28,0.94,
Georgia,GEO,2021-04-29,0.96,
Georgia,GEO,2021-04-30,0.99,
Georgia,GEO,2021-05-05,1.03,
Georgia,GEO,2021-05-06,1.1,
Georgia,GEO,2021-05-07,1.16,
Georgia,GEO,2021-05-08,1.23,
Georgia,GEO,2021-05-10,1.3,
Georgia,GEO,2021-05-11,1.4,
Georgia,GEO,2021-05-12,1.49,
Georgia,GEO,2021-05-13,1.61,
Georgia,GEO,2021-05-14,1.7,
Georgia,GEO,2021-05-15,1.79,
Georgia,GEO,2021-05-17,1.87,
Georgia,GEO,2021-05-18,1.97,
Georgia,GEO,2021-05-19,2.05,
Georgia,GEO,2021-05-20,2.15,
Georgia,GEO,2021-05-21,2.25,
Georgia,GEO,2021-05-22,2.34,
Georgia,GEO,2021-05-24,2.42,
Georgia,GEO,2021-05-25,2.53,
Georgia,GEO,2021-05-26,2.61,
Georgia,GEO,2021-05-27,2.67,
Georgia,GEO,2021-05-28,2.74,
Georgia,GEO,2021-05-29,2.76,
Georgia,GEO,2021-05-31,2.83,
Georgia,GEO,2021-06-01,2.85,
Georgia,GEO,2021-06-02,2.9,
Georgia,GEO,2021-06-03,2.96,
Georgia,GEO,2021-06-04,3.04,
Georgia,GEO,2021-06-05,3.09,
Georgia,GEO,2021-06-07,3.16,
Georgia,GEO,2021-06-08,3.2,
Georgia,GEO,2021-06-09,3.27,
Georgia,GEO,2021-06-10,3.34,
Georgia,GEO,2021-06-11,3.41,
Georgia,GEO,2021-06-12,3.48,
Georgia,GEO,2021-06-14,3.55,
Georgia,GEO,2021-06-15,3.59,
Georgia,GEO,2021-06-16,3.64,
Georgia,GEO,2021-06-17,3.69,
Georgia,GEO,2021-06-18,3.74,
Georgia,GEO,2021-06-19,3.79,
Georgia,GEO,2021-06-21,3.82,
Georgia,GEO,2021-06-22,3.86,
Georgia,GEO,2021-06-23,3.9,
Georgia,GEO,2021-06-24,3.94,
Georgia,GEO,2021-06-25,3.96,
Georgia,GEO,2021-06-26,3.99,
Georgia,GEO,2021-06-28,4.02,
Georgia,GEO,2021-06-29,4.05,
Georgia,GEO,2021-06-30,4.06,
Georgia,GEO,2021-07-02,4.07,
Georgia,GEO,2021-07-05,4.07,
Georgia,GEO,2021-07-06,4.16,
Georgia,GEO,2021-07-07,4.22,
Georgia,GEO,2021-07-08,4.32,
Georgia,GEO,2021-07-09,4.41,
Georgia,GEO,2021-07-22,6.41,
Georgia,GEO,2021-07-25,6.65,
Georgia,GEO,2021-07-26,6.94,
Georgia,GEO,2021-07-27,7.25,
Georgia,GEO,2021-07-29,7.83,
Georgia,GEO,2021-07-31,8.14,
Georgia,GEO,2021-08-01,8.67,
Georgia,GEO,2021-08-03,9.32,
Georgia,GEO,2021-08-04,9.71,
Georgia,GEO,2021-08-05,10.07,
Georgia,GEO,2021-08-06,10.48,
Georgia,GEO,2021-08-07,10.85,
Georgia,GEO,2021-08-08,11.16,
Georgia,GEO,2021-08-09,11.58,
Georgia,GEO,2021-08-10,12.01,
Georgia,GEO,2021-08-11,12.51,
Georgia,GEO,2021-08-12,12.97,
Georgia,GEO,2021-08-13,13.53,
Georgia,GEO,2021-08-14,13.94,
Georgia,GEO,2021-08-16,14.74,
Georgia,GEO,2021-08-18,15.71,
Georgia,GEO,2021-08-19,16.1,
Georgia,GEO,2021-08-22,16.99,
Georgia,GEO,2021-08-23,17.22,
Georgia,GEO,2021-08-24,18.08,
Georgia,GEO,2021-08-25,18.45,
Georgia,GEO,2021-08-26,18.84,
Georgia,GEO,2021-08-28,19.37,
Georgia,GEO,2021-08-29,19.62,
Georgia,GEO,2021-08-31,20.15,
Georgia,GEO,2021-09-01,20.44,
Georgia,GEO,2021-09-02,20.66,
Georgia,GEO,2021-09-04,21.07,
Georgia,GEO,2021-09-05,21.24,
Georgia,GEO,2021-09-06,21.38,
Georgia,GEO,2021-09-07,21.53,
Georgia,GEO,2021-09-10,22.1,
Georgia,GEO,2021-09-12,22.68,
Georgia,GEO,2021-09-14,22.97,
Georgia,GEO,2021-09-16,23.5,
Georgia,GEO,2021-09-19,23.81,
Georgia,GEO,2021-09-20,23.93,
Georgia,GEO,2021-09-21,24.03,
Georgia,GEO,2021-09-22,24.12,
Georgia,GEO,2021-09-23,24.21,
Georgia,GEO,2021-09-25,24.31,
Georgia,GEO,2021-09-26,24.42,
Georgia,GEO,2021-09-27,24.5,
Georgia,GEO,2021-09-28,24.59,
Georgia,GEO,2021-10-02,24.83,
Georgia,GEO,2021-10-03,24.86,
Georgia,GEO,2021-10-04,24.9,
Georgia,GEO,2021-10-06,24.96,
Georgia,GEO,2021-10-09,25.09,
Georgia,GEO,2021-10-10,25.15,
Georgia,GEO,2021-10-11,25.19,
Georgia,GEO,2021-10-13,25.24,
Georgia,GEO,2021-10-14,25.32,
Georgia,GEO,2021-10-19,25.47,
Georgia,GEO,2021-11-03,26.24,
Georgia,GEO,2021-11-04,26.3,
Georgia,GEO,2021-11-06,26.43,
Georgia,GEO,2021-11-07,26.44,
Georgia,GEO,2021-11-08,26.53,
Georgia,GEO,2021-11-09,26.66,
Georgia,GEO,2021-11-11,26.91,
Georgia,GEO,2021-11-12,27.05,
Georgia,GEO,2021-11-13,27.14,
Georgia,GEO,2021-11-15,27.34,
Georgia,GEO,2021-11-16,27.5,
Georgia,GEO,2021-11-17,27.65,
Georgia,GEO,2021-11-19,27.94,
Georgia,GEO,2021-11-21,28.07,
Georgia,GEO,2021-11-22,28.26,
Georgia,GEO,2021-11-23,28.35,
Georgia,GEO,2021-11-25,28.76,
Georgia,GEO,2021-11-28,29.15,
Georgia,GEO,2021-12-01,29.53,
Georgia,GEO,2021-12-03,30.41,
Georgia,GEO,2021-12-05,30.63,
Georgia,GEO,2021-12-06,30.84,
Georgia,GEO,2021-12-07,31.05,
Georgia,GEO,2021-12-08,31.23,
Georgia,GEO,2021-12-10,31.59,
Georgia,GEO,2021-12-12,31.77,
Georgia,GEO,2021-12-13,31.94,
Georgia,GEO,2021-12-14,32.13,
Georgia,GEO,2021-12-15,32.31,
Georgia,GEO,2021-12-16,32.47,
Georgia,GEO,2021-12-17,32.61,
Georgia,GEO,2021-12-18,32.73,
Georgia,GEO,2021-12-19,32.77,
Georgia,GEO,2021-12-20,32.95,
Georgia,GEO,2021-12-21,33.13,
Georgia,GEO,2021-12-23,33.27,
Georgia,GEO,2021-12-24,33.43,
Georgia,GEO,2021-12-26,33.72,
Georgia,GEO,2021-12-28,34.06,
Georgia,GEO,2021-12-30,34.27,
Georgia,GEO,2022-01-03,34.36,
Georgia,GEO,2022-01-04,34.46,
Georgia,GEO,2022-01-05,34.57,
Georgia,GEO,2022-01-06,34.68,
Georgia,GEO,2022-01-08,34.77,
Georgia,GEO,2022-01-10,34.96,
Georgia,GEO,2022-01-11,35.13,
Georgia,GEO,2022-01-12,35.29,
Georgia,GEO,2022-01-13,35.42,
Georgia,GEO,2022-01-15,35.64,
Georgia,GEO,2022-01-16,35.7,
Georgia,GEO,2022-01-17,35.85,
Georgia,GEO,2022-01-18,36.01,
Georgia,GEO,2022-01-19,36.07,
Georgia,GEO,2022-01-20,36.2,
Georgia,GEO,2022-01-21,36.32,
Georgia,GEO,2022-01-22,36.42,
Georgia,GEO,2022-01-24,36.46,
Georgia,GEO,2022-01-25,36.62,
Georgia,GEO,2022-01-26,36.78,
Georgia,GEO,2022-01-27,37.15,
Georgia,GEO,2022-01-29,37.35,
Georgia,GEO,2022-01-30,37.52,
Georgia,GEO,2022-01-31,37.71,
Georgia,GEO,2022-02-01,37.87,
Georgia,GEO,2022-02-02,38,
Georgia,GEO,2022-02-03,38.11,
Georgia,GEO,2022-02-04,38.21,
Georgia,GEO,2022-02-05,38.28,
Georgia,GEO,2022-02-07,38.38,
Georgia,GEO,2022-02-08,38.45,
Georgia,GEO,2022-02-09,38.54,
Georgia,GEO,2022-02-10,38.61,
Georgia,GEO,2022-02-12,38.73,
Georgia,GEO,2022-02-13,38.74,
Georgia,GEO,2022-02-14,38.82,
Georgia,GEO,2022-02-16,38.95,
Georgia,GEO,2022-02-17,39.01,
Georgia,GEO,2022-02-18,39.07,
Georgia,GEO,2022-02-19,39.11,
Georgia,GEO,2022-02-20,39.12,
Georgia,GEO,2022-02-21,39.17,
Georgia,GEO,2022-02-22,39.24,
Georgia,GEO,2022-02-24,39.36,
Georgia,GEO,2022-02-25,39.42,
Georgia,GEO,2022-02-26,39.45,
Georgia,GEO,2022-02-27,39.46,
Georgia,GEO,2022-02-28,39.54,
Georgia,GEO,2022-03-01,39.57,
